dataset,positive,tau,min_samples,n_repeats,max_d,selection,method,budget,coverage,coverage_se,purity,splits_with_groups,purity_reaches_tau,net_coverage,net_coverage_se,stability,conditions_spent,train_coverage,minus_vsf,minus_vsf_se,net_minus_vsf,net_minus_vsf_se,fold0_groups,selection_seconds,config,sig,net_sig
chess_krkp,won,0.9,1,1,4,certified,vsf_partial,4,0.5692,0.0284,0.9612,5,1.0,0.3642,0.0658,1.0,3.0,0.5692,0.0,0.0,0.0,0.0,X_10+X_33+X_35#1,11.074,chess_krkp won t=0.9 m=1 d<=4 cert,=,=
chess_krkp,won,0.9,1,1,4,certified,vsf_partial,8,0.8089,0.0469,0.9765,5,1.0,0.6255,0.0343,0.873,5.0,0.8174,0.2397,0.0653,0.2613,0.0341,X_21#1 | X_10+X_21+X_33+X_35#1,11.074,chess_krkp won t=0.9 m=1 d<=4 cert,+,+
chess_krkp,won,0.9,1,1,4,certified,vsf_partial,16,0.8089,0.0469,0.9765,5,1.0,0.6255,0.0343,0.873,5.0,0.8174,0.2397,0.0653,0.2613,0.0341,X_21#1 | X_10+X_21+X_33+X_35#1,11.074,chess_krkp won t=0.9 m=1 d<=4 cert,+,+
chess_krkp,won,0.9,1,1,4,certified,vsf_partial,32,0.8089,0.0469,0.9765,5,1.0,0.6255,0.0343,0.873,5.0,0.8174,0.2397,0.0653,0.2613,0.0341,X_21#1 | X_10+X_21+X_33+X_35#1,11.074,chess_krkp won t=0.9 m=1 d<=4 cert,+,+
chess_krkp,won,0.9,1,1,4,certified,vsf_greedy,1,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,0.0,0.0,0.0,0.0,X_21#1,6.731,chess_krkp won t=0.9 m=1 d<=4 cert,=,=
chess_krkp,won,0.9,1,1,4,certified,vsf_greedy,2,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,0.0,0.0,0.0,0.0,X_21#1,6.731,chess_krkp won t=0.9 m=1 d<=4 cert,=,=
chess_krkp,won,0.9,1,1,4,certified,vsf_greedy,4,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,-0.2193,0.0393,-0.0143,0.0781,X_21#1,6.731,chess_krkp won t=0.9 m=1 d<=4 cert,-,=
chess_krkp,won,0.9,1,1,4,certified,vsf_greedy,8,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,-0.2193,0.0393,-0.0143,0.0781,X_21#1,6.731,chess_krkp won t=0.9 m=1 d<=4 cert,-,=
chess_krkp,won,0.9,1,1,4,certified,vsf_greedy,16,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,-0.2193,0.0393,-0.0143,0.0781,X_21#1,6.731,chess_krkp won t=0.9 m=1 d<=4 cert,-,=
chess_krkp,won,0.9,1,1,4,certified,vsf_greedy,32,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,-0.2193,0.0393,-0.0143,0.0781,X_21#1,6.731,chess_krkp won t=0.9 m=1 d<=4 cert,-,=
chess_krkp,won,0.9,1,1,4,certified,rules,1,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,0.0,0.0,0.0,0.0,X_21=1,11.738,chess_krkp won t=0.9 m=1 d<=4 cert,=,=
chess_krkp,won,0.9,1,1,4,certified,rules,2,0.3499,0.0141,1.0,5,1.0,0.3499,0.0141,1.0,1.0,0.3499,0.0,0.0,0.0,0.0,X_21=1,11.738,chess_krkp won t=0.9 m=1 d<=4 cert,=,=
chess_krkp,won,0.9,1,1,4,certified,rules,4,0.8424,0.014,0.9737,5,1.0,0.6375,0.0485,1.0,4.0,0.8424,0.2732,0.0186,0.2732,0.0186,X_21=1 | X_10=0 & X_33=0 & X_35=1,11.738,chess_krkp won t=0.9 m=1 d<=4 cert,+,+
chess_krkp,won,0.9,1,1,4,certified,rules,8,0.9125,0.0146,0.9757,5,1.0,0.7076,0.0528,1.0,7.0,0.9125,0.3433,0.0156,0.3433,0.0156,X_21=1 | X_10=0 & X_33=0 & X_35=1 | X_6=1 & X_10=0 & X_33=0,11.738,chess_krkp won t=0.9 m=1 d<=4 cert,+,+
